VOYAGEID,YEARAM,NATINIMP,MJBYPTIMP,MJSLPTIMP
44191,1673,Netherlands,60415,31499
44192,1674,Netherlands,60109,32110
44194,1674,Netherlands,60404,34299
44195,1675,Netherlands,60999,32240
44196,1675,Netherlands,60999,32240
44197,1657,Netherlands,60625,60141
44198,1658,Netherlands,60510,60803
44199,1658,Netherlands,60999,32230
44200,1658,Netherlands,60105,41207
44201,1652,Netherlands,60408,60141
44202,1652,Netherlands,60699,41207
44203,1652,Netherlands,60622,50399
44205,1657,Netherlands,60622,42001
44206,1657,Netherlands,60799,42001
44207,1658,Netherlands,60610,32230
44208,1657,Netherlands,60622,39002
44209,1657,Great Britain,60608,34299
44210,1658,Netherlands,60999,34299
44211,1658,Netherlands,60999,32110
44213,1659,Netherlands,60515,80499
44215,1652,Netherlands,60415, 
44216,1658,Netherlands,60622,32230
44217,1659,Netherlands,60999,36201
44218,1659,Netherlands,60622,34601
44219,1659,Netherlands,60622,32199
44220,1659,Netherlands,60999,31499
44221,1660,Netherlands,60999,41207
44222,1660,Netherlands,60725,41213
44223,1661,Netherlands,60506,31499
44225,1660,Netherlands,60999,32110
44226,1660,Netherlands,60599,32230
44227,1660,Netherlands,60725,41299
44228,1666,Netherlands,60506,36201
44229,1661,Netherlands,60622,36199
44230,1661,Netherlands,60999,41208
44231,1661,Netherlands,60622,41208
44232,1661,Netherlands,60109,36599
44233,1661,Netherlands,60109,32299
44234,1663,Netherlands,60799,34601
44235,1662,Netherlands,60999,32110
44236,1662,Netherlands,60724,36599
44237,1663,Netherlands,60725,36199
44238,1663,Netherlands,60506,32110
44239,1663,Netherlands,60506,32110
44240,1662,Netherlands,60109,36199
44241,1663,Netherlands,60622,32110
44242,1662,Netherlands,60999,34699
44243,1662,Netherlands,60622,36201
44244,1662,Netherlands,60999,31499
44245,1663,Netherlands,60622,32299
44246,1663,Netherlands,60622,32110
44247,1663,Netherlands,60415,32110
44248,1664,Netherlands,60999,36199
44250,1664,Netherlands,60724,32110
44251,1664,Netherlands,60999,32110
44252,1664,Netherlands,60506,32110
44253,1664,Netherlands,60999,34699
44254,1664,Netherlands,60109,36301
44255,1664,Netherlands,60506,32110
44256,1666,Netherlands,60999,36199
44257,1665,Netherlands,60724,36201
44259,1665,Netherlands,60999,32299
44260,1665,Netherlands,60415,32140
44261,1665,Netherlands, , 
44262,1665,Netherlands,60724,36599
44263,1667,Netherlands,60799,41207
44264,1666,Netherlands, , 
44265,1666,Netherlands, , 
44266,1666,France,60716,36599
44267,1652,Netherlands,60999, 
44268,1653,Netherlands,60999,36199
44269,1667,Netherlands,60799,32110
44270,1667,Netherlands,60506,32110
44271,1668,Netherlands,60625,36199
44272,1666,Netherlands,60999,32110
44273,1668,Netherlands,60622,32240
44274,1667,Netherlands,60699,32110
44275,1669,Netherlands,60724,32240
44276,1668,Netherlands,60415,10104
44277,1668,Netherlands,60612,32240
44278,1669,Netherlands,60724,32240
44279,1670,Netherlands,60999,31499
44280,1653,Netherlands,60622,80299
44281,1669,Netherlands,60506,32110
44282,1669,Netherlands,60506,32110
44283,1668,Netherlands,60724,32110
44284,1668,Netherlands,60724,36199
44285,1668,Netherlands,60999,36199
44286,1669,Netherlands,60724,32240
44287,1669,Netherlands,60999,32110
44288,1655,Netherlands,60799,41207
44289,1656,Netherlands,60622,41207
44290,1764,Portugal/Brazil,60502, 
44291,1810,Portugal/Brazil,60673,60207
44292,1532,Spain/Uruguay,60126,31299
44294,1820,Spain/Uruguay,60213,60207
44295,1612,Spain/Uruguay,60734,42001
44296,1613,,60734,42001
44297,1631,Spain/Uruguay,60734,42001
44298,1631,Spain/Uruguay,60734,42001
44299,1631,Spain/Uruguay,60734,42001
44300,1612,Spain/Uruguay,60734,42001
44301,1620,Spain/Uruguay,60734,42001
44302,1623,Spain/Uruguay,60734,42001
44303,1623,Spain/Uruguay,60734,42001
44304,1631,Spain/Uruguay,60734,42001
44305,1632,Spain/Uruguay,60734,42001
44306,1633,Spain/Uruguay,60734,42001
44307,1636,Spain/Uruguay,60734,42001
44308,1640,Spain/Uruguay,60734,42001
44310,1641,Spain/Uruguay,60734,42001
44311,1655,Portugal/Brazil,60799,42001
44312,1612,,60734,42001
44313,1619,Spain/Uruguay,60734,42001
44314,1631,Spain/Uruguay,60734,42001
44315,1633,Spain/Uruguay,60734,42001
44316,1638,Spain/Uruguay,60734,42001
44317,1639,Spain/Uruguay,60734,42001
44318,1810,,60499,41214
44319,1670,,60999,50103
44320,1689,,60734,50422
44321,1649,Portugal/Brazil,60799,42001
46250,1819,Spain/Uruguay,60999, 
46251,1854,Portugal/Brazil, , 
46252,1853,Portugal/Brazil, , 
46253,1839,Portugal/Brazil, , 
46254,1844,Portugal/Brazil,60799,60734
46255,1842,Portugal/Brazil, , 
46256,1840,Portugal/Brazil, , 
46257,1845,Portugal/Brazil, , 
46258,1837,Portugal/Brazil,60734, 
46259,1837,Portugal/Brazil,60799,50424
46260,1837,Portugal/Brazil,60126,50422
46261,1836,Portugal/Brazil,60799,50423
46262,1836,Portugal/Brazil,60734,50424
46263,1836,Portugal/Brazil,60799,50424
46264,1836,Portugal/Brazil,60822,50424
46265,1836,Portugal/Brazil,60799,50424
46266,1836,Portugal/Brazil,60799,50424
46267,1836,Portugal/Brazil,60799,50424
46268,1836,Portugal/Brazil,60799,50424
46270,1836,Portugal/Brazil,60820,50424
46271,1836,Portugal/Brazil,60822,50424
46272,1835,Portugal/Brazil,60734,50424
46273,1835,Portugal/Brazil,60799,50424
46274,1835,Portugal/Brazil,60734,50424
46275,1834,Portugal/Brazil,60799,50424
46276,1835,Portugal/Brazil,60734,50424
46277,1835,Portugal/Brazil,60734,50424
46278,1835,Portugal/Brazil,60799,50424
46279,1835,Portugal/Brazil,60799,50424
46280,1834,Portugal/Brazil,60799,50424
46281,1833,Portugal/Brazil,60799, 
46282,1832,Portugal/Brazil, , 
46283,1832,Portugal/Brazil,60711, 
46284,1845,Portugal/Brazil,60799,50422
46285,1845,Portugal/Brazil,60799,50422
46286,1846,Portugal/Brazil,60799,50299
46287,1719,Portugal/Brazil,60515,50422
46288,1719,Portugal/Brazil,60515, 
46290,1811,Portugal/Brazil,60711,50422
46291,1811,Portugal/Brazil,60718,50422
46292,1812,Portugal/Brazil,60668,50422
46293,1830,Portugal/Brazil,60734,50399
46294,1810,Portugal/Brazil,60104,50399
46295,1809,Portugal/Brazil,60104, 
46296,1804,Portugal/Brazil,60999,50399
46297,1806,Portugal/Brazil,60104,50102
46298,1803,Portugal/Brazil,60515,50299
46299,1802,Portugal/Brazil,60104,50102
46300,1803,Portugal/Brazil,60104,50102
46301,1802,Portugal/Brazil,60820,50422
46302,1802,Portugal/Brazil,60104,50103
46303,1803,Portugal/Brazil,60104,50103
46304,1801,Portugal/Brazil,60104,50102
46305,1799,Portugal/Brazil,60104,50102
46306,1799,Portugal/Brazil,60104,50102
46307,1796,Portugal/Brazil,60104,50102
46308,1796,Portugal/Brazil,60114,50102
46309,1795,Portugal/Brazil,60104,50102
46310,1798,Portugal/Brazil,60999,50103
46311,1799,Portugal/Brazil,60707,50103
46312,1799,Portugal/Brazil,60724,50103
46313,1799,Portugal/Brazil,60734,50103
46314,1799,Portugal/Brazil,60105,50102
46315,1798,Portugal/Brazil,60104,50102
46316,1799,Portugal/Brazil,60104,50102
46317,1806,Portugal/Brazil,60104,50102
46318,1807,Portugal/Brazil,60104,50102
46319,1796,Portugal/Brazil,60104,50102
46320,1804,Portugal/Brazil,60104,50103
46322,1807,Portugal/Brazil,60104,50102
46323,1808,Portugal/Brazil,60104,50102
46324,1809,Portugal/Brazil,60104,50102
46325,1804,Portugal/Brazil,60104,50102
46326,1804,Portugal/Brazil,60104,50102
46327,1806,Portugal/Brazil,60104,50102
46328,1801,Portugal/Brazil,60104,50102
46329,1796,Portugal/Brazil,60104,50102
46330,1795,Portugal/Brazil,60104,50102
46331,1796,Portugal/Brazil,60104,50102
46332,1801,Portugal/Brazil,60105,50102
46333,1806,Portugal/Brazil,60104, 
46334,1799,Portugal/Brazil,60105,50102
46335,1802,Portugal/Brazil,60105,50102
46336,1804,Portugal/Brazil,60105,50102
46337,1801,Portugal/Brazil,60999,50299
46338,1806,Portugal/Brazil,60105,50102
46339,1807,Portugal/Brazil,60105,50102
46340,1792,Portugal/Brazil,60104,50103
46341,1805,Portugal/Brazil,60104,50102
46342,1809,Portugal/Brazil,60104,50102
46343,1800,Portugal/Brazil,60105,50102
46344,1806,Portugal/Brazil,60104,50102
46345,1791,Portugal/Brazil,60104,50102
46346,1802,Portugal/Brazil,60523,50299
46347,1804,Portugal/Brazil,60105,50102
46348,1801,Portugal/Brazil,60501,50299
46349,1801,Portugal/Brazil,60502,50299
46350,1799,Portugal/Brazil,60523,50299
46351,1803,Portugal/Brazil,60620,50399
46352,1801,Portugal/Brazil,60502,50299
46353,1805,Portugal/Brazil,60515,50299
46354,1807,Portugal/Brazil,60668,50399
46355,1799,Portugal/Brazil,60104,50102
46356,1813,Portugal/Brazil,60999,50299
46357,1810,Portugal/Brazil,60502,50399
46358,1812,Portugal/Brazil,60502,50399
46359,1803,Portugal/Brazil,60673,50399
46360,1809,Portugal/Brazil,60502,50399
46361,1805,Portugal/Brazil,60126,50102
46362,1807,Portugal/Brazil,60126,50102
46363,1807,Portugal/Brazil,60126, 
46364,1808,Portugal/Brazil,60105,50102
46365,1804,Portugal/Brazil,60104,50102
46366,1804,Portugal/Brazil,60114,50102
46367,1806,Portugal/Brazil,60104,50102
46368,1807,Portugal/Brazil,60104,50102
46369,1810,Portugal/Brazil,60104,50102
46370,1809,Portugal/Brazil,60104,50102
46371,1807,Portugal/Brazil,60104,50102
46372,1810,Portugal/Brazil,60104,50102
46373,1811,Portugal/Brazil,60104,50102
46374,1812,Portugal/Brazil,60105,50102
46375,1813,Portugal/Brazil,60104,50102
46376,1810,Portugal/Brazil,60699,50299
46377,1811,Portugal/Brazil,60105,50102
46378,1809,Portugal/Brazil,60105,50102
46379,1810,Portugal/Brazil,60105,50102
46380,1810,Portugal/Brazil,60104,50102
46381,1811,Portugal/Brazil,60104,50102
46382,1810,Portugal/Brazil,60104,50102
46383,1805,Portugal/Brazil,60114,50103
46384,1807,Portugal/Brazil,60104,50103
46385,1809,Portugal/Brazil,60104,50102
46386,1811,Portugal/Brazil,60114,50103
46387,1811,Portugal/Brazil,60126,50102
46388,1813,Spain/Uruguay,60502,31312
46389,1813,Portugal/Brazil,60999,50399
46390,1814,Portugal/Brazil,60999, 
46391,1808,Portugal/Brazil,60999, 
46392,1813,Portugal/Brazil,60999, 
46393,1812,Portugal/Brazil,60668,50299
46394,1808,Portugal/Brazil,60999,50399
46395,1809,Portugal/Brazil,60608,50399
46396,1808,Portugal/Brazil,60620,50103
46397,1814,Portugal/Brazil,60105,50102
46398,1814,Portugal/Brazil,60105, 
46399,1813,Portugal/Brazil,60104,50102
46400,1815,Portugal/Brazil,60820,50422
46401,1814,Portugal/Brazil,60104,50102
46402,1789,Portugal/Brazil,60502,50299
46403,1812,Portugal/Brazil,60673,50399
46404,1811,Portugal/Brazil,60104,50422
46405,1814,Portugal/Brazil,60999,50299
46406,1814,Portugal/Brazil,60517,50299
46407,1812,Portugal/Brazil,60999,50299
46408,1814,Portugal/Brazil,60612, 
46409,1664,Portugal/Brazil,60820,50299
46410,1783,Portugal/Brazil,60502,50299
46411,1793,Spain/Uruguay,60799, 
46412,1820,Portugal/Brazil,60502,50299
46413,1783,Portugal/Brazil,60999,50102
46414,1730,Portugal/Brazil,60502, 
46415,1730,Portugal/Brazil,60502,50299
46417,1795,Portugal/Brazil,60104,50102
46419,1783,Portugal/Brazil,60502,50299
46420,1783,Portugal/Brazil,60502,50299
46421,1719,Portugal/Brazil,60516, 
46422,1782,Portugal/Brazil,60502,50299
46423,1781,Portugal/Brazil,60502,50299
46424,1781,Portugal/Brazil,60502,50299
46425,1780,Portugal/Brazil,60673,50299
46426,1788,Portugal/Brazil,60502, 
46427,1788,Portugal/Brazil,60502,50299
46428,1692,Portugal/Brazil,60502,50299
46429,1691,Portugal/Brazil,60734,50299
46430,1691,Portugal/Brazil,60734,50299
46431,1691,Portugal/Brazil,60502,50299
46432,1787,Portugal/Brazil,60502, 
46433,1787,Portugal/Brazil,60105,50102
46434,1787,Portugal/Brazil,60205,50102
46436,1778,Portugal/Brazil,60502,50299
46437,1777,Portugal/Brazil,60707,50299
46438,1776,Portugal/Brazil,60523,50299
46439,1773,Portugal/Brazil,60502,50299
46440,1772,Portugal/Brazil,60502,50299
46441,1772,Portugal/Brazil,60668,80200
46442,1820,Portugal/Brazil,60820,50399
46443,1820,Portugal/Brazil,60711,50399
46444,1820,Portugal/Brazil,60734,50399
46445,1820,Portugal/Brazil,60734,50399
46446,1820,Portugal/Brazil,60734,50399
46449,1839,Portugal/Brazil,60820,50422
46450,1753,Portugal/Brazil,60820,50422
46451,1830,Portugal/Brazil,60820,50422
46452,1832,Spain/Uruguay,60810, 
46453,1789,Portugal/Brazil,60820, 
46454,1808,Portugal/Brazil,60820,80200
46455,1817,Portugal/Brazil,60820,50102
46456,1822,Portugal/Brazil,60807, 
46457,1830,Portugal/Brazil,60820,50422
46458,1817,Portugal/Brazil,60820,50422
46459,1802,Denmark/Baltic, , 
46460,1840,Portugal/Brazil,60822,50422
46461,1820,Portugal/Brazil,60822,50299
46462,1840,Portugal/Brazil,60734,50422
46463,1830,Portugal/Brazil,60810,50422
46464,1830,Portugal/Brazil,60820,50422
46465,1819,Portugal/Brazil,60820,80200
46466,1819,Portugal/Brazil,60822,50299
46467,1819,Portugal/Brazil,60820,80200
46468,1820,Portugal/Brazil,60822,50422
46469,1753,Portugal/Brazil,60820,50422
46470,1650,Portugal/Brazil,60999,31499
46471,1649,Portugal/Brazil,60734,42001
46472,1649,Other,60734,42001
46473,1525,Portugal/Brazil,60673,31199
46474,1526,Portugal/Brazil,60673,31499
46476,1534,Portugal/Brazil,60673,31199
46477,1535,Portugal/Brazil,60673,31199
46478,1532,Portugal/Brazil,60673,31199
46479,1532,Portugal/Brazil,60673,80499
46480,1534,Portugal/Brazil,60717,31499
46481,1720,Portugal/Brazil,60734, 
46482,1596,Portugal/Brazil,60999,10850
46483,1712,Portugal/Brazil,60734,50422
46484,1712,Portugal/Brazil,60734,50299
46485,1712,Portugal/Brazil,60734,50422
46486,1712,Portugal/Brazil,60734,50299
46487,1712,Portugal/Brazil,60734, 
46488,1845,Spain/Uruguay,60999,31312
46489,1713,Portugal/Brazil,60734,50422
46490,1713,Portugal/Brazil,60734,50422
46491,1820,Spain/Uruguay,60703,31312
46492,1820,Spain/Uruguay,60999,31312
46493,1820,Spain/Uruguay,60999,31312
46494,1820,Spain/Uruguay,60999,31312
46495,1820,Spain/Uruguay,60999,31316
46496,1853,,60717, 
46497,1853,,60703,31399
46498,1863,Spain/Uruguay,60999,31399
46499,1863,Portugal/Brazil,60999,31307
46500,1861,Spain/Uruguay,60999,31399
46501,1861,Spain/Uruguay,60999,31320
46502,1858,U.S.A.,60717,31399
46503,1858,Spain/Uruguay,60999,31399
46504,1854,Spain/Uruguay,60999,31315
46505,1854,U.S.A.,60717,31320
46506,1854,Spain/Uruguay,60999,31399
46507,1854,Portugal/Brazil,60707,31316
46511,1853,U.S.A.,60999,31324
46512,1853,Spain/Uruguay,60999,31320
46513,1853,Spain/Uruguay,60999,31324
46514,1853,Spain/Uruguay,60999,31308
46515,1853,Spain/Uruguay,60999,31399
46516,1853,Spain/Uruguay,60717,31307
46517,1853,Portugal/Brazil,60820,31307
46518,1853,Portugal/Brazil,60820,31399
46519,1853,Spain/Uruguay,60599,31304
46520,1852,Spain/Uruguay,60999,31301
46521,1852,Spain/Uruguay,60999,31320
46522,1852,Spain/Uruguay,60999,31324
46523,1851,Spain/Uruguay,60999,31312
46524,1851,Spain/Uruguay,60999,31312
46525,1851,Spain/Uruguay,60999,31312
46526,1851,Spain/Uruguay,60707,31318
46527,1851,Spain/Uruguay,60707,31318
46528,1851,Spain/Uruguay,60707,31316
46529,1844,Spain/Uruguay,60999,31399
46530,1844,Spain/Uruguay, , 
46531,1844,Spain/Uruguay,60999,31399
46532,1842,Portugal/Brazil,60734,31323
46533,1841,Portugal/Brazil,60599,31303
46534,1839,Spain/Uruguay,60999,31312
46535,1838,,60999,31312
46536,1838,,60999,31312
46537,1836,Spain/Uruguay,60999,31312
46538,1836,Spain/Uruguay,60999,31312
46539,1835,Spain/Uruguay,60999,31312
46540,1835,Spain/Uruguay,60999,31312
46541,1832,Spain/Uruguay,60999,31312
46542,1832,Spain/Uruguay,60673,31312
46543,1831,Spain/Uruguay,60999,31312
46544,1830,Spain/Uruguay,60999,31312
46545,1723,Portugal/Brazil,60734,50299
46546,1721,Portugal/Brazil,60734,50299
46547,1717,Portugal/Brazil,60734,50299
46548,1857,Spain/Uruguay,60999,31399
46549,1857,Spain/Uruguay,60999,31399
46550,1857,Spain/Uruguay,60999,31399
46551,1849,Spain/Uruguay,60999,31306
46552,1842,,60999,31308
46553,1864,Spain/Uruguay,60999,31399
46554,1864,Spain/Uruguay,60999,31399
46555,1851,Portugal/Brazil,60717,31320
46556,1851,Spain/Uruguay,60999,31324
46557,1854,Spain/Uruguay,60717,31324
46558,1860,U.S.A., , 
46559,1814,Spain/Uruguay,60208,60207
46660,1858,U.S.A.,60717,31399
46661,1858,U.S.A.,60717,31399
46662,1853,U.S.A.,60717,31321
46663,1840,Portugal/Brazil,60999,31301
46664,1819,Spain/Uruguay,60999,31312
46665,1823,Spain/Uruguay,60999,31399
46667,1840,Spain/Uruguay,60999,31312
46668,1843,Spain/Uruguay,60999,31399
46669,1843,Spain/Uruguay,60999,31399
46670,1842,Spain/Uruguay,60999,31399
46671,1841,Spain/Uruguay,60999,31399
46672,1812,Portugal/Brazil,60820,50422
46673,1841,Portugal/Brazil,60517,31301
46674,1841,Portugal/Brazil,60510,31303
46675,1842,Spain/Uruguay,60999,31399
46676,1836,Spain/Uruguay,60999,31312
46677,1839,Spain/Uruguay,60999,31312
46678,1839,Spain/Uruguay,60999,31312
46679,1838,Spain/Uruguay,60999,31312
46680,1717,Portugal/Brazil,60820,50299
46681,1718,Portugal/Brazil,60811,50299
46682,1712,Portugal/Brazil,60734,50299
46683,1712,Portugal/Brazil,60734,50422
46684,1712,Portugal/Brazil,60734,50299
46685,1712,Portugal/Brazil,60734,50299
46686,1773,Portugal/Brazil,60502,50399
46687,1712,Portugal/Brazil,60734,50299
46688,1722,Portugal/Brazil,60502,50422
46690,1721,Portugal/Brazil,60502,50422
46691,1721,Portugal/Brazil,60734,50422
46692,1718,Portugal/Brazil,60515,50399
46693,1752,Portugal/Brazil,60502,50299
46694,1751,Portugal/Brazil,60502,60673
46695,1750,Portugal/Brazil,60502,50299
46696,1750,Portugal/Brazil,60502,50399
46697,1748,Portugal/Brazil,60502,50299
46698,1787,Portugal/Brazil,60734,50399
46699,1806,Portugal/Brazil,60620,50399
46700,1778,Portugal/Brazil,60104,50399
46702,1742,Portugal/Brazil,60502,50399
46703,1733,Portugal/Brazil,60415,50299
46704,1732,Portugal/Brazil,60427, 
46705,1731,Portugal/Brazil,60502,50299
46706,1728,Portugal/Brazil,60515,50299
46707,1723,Portugal/Brazil,60104,80200
46708,1722,Portugal/Brazil,60502,50299
46709,1724,Portugal/Brazil,60502,50399
46710,1724,Portugal/Brazil,60105,50399
46711,1724,Portugal/Brazil,60502,50399
46712,1724,Portugal/Brazil,60502,50399
46713,1724,Portugal/Brazil,60999,50399
46714,1724,Portugal/Brazil,60502,50399
46715,1724,Portugal/Brazil,60105,50399
46716,1724,Portugal/Brazil,60502,50399
46717,1725,Portugal/Brazil,60415,50299
46718,1724,Portugal/Brazil,60415,50399
46719,1702,Portugal/Brazil,60515,80200
46720,1806,Portugal/Brazil,60820,50299
46721,1817,Portugal/Brazil,60734,50299
46722,1820,Portugal/Brazil,60734,50399
46723,1818,Portugal/Brazil,60502,50299
46724,1818,Portugal/Brazil,60502,50299
46725,1818,Portugal/Brazil,60734,50299
46731,1715,Portugal/Brazil,60734,50422
46732,1787,Portugal/Brazil,60502,50299
46733,1762,Portugal/Brazil,60507,50299
46734,1761,Portugal/Brazil,60502,50299
46735,1785,Portugal/Brazil,60105,50102
46736,1715,Portugal/Brazil,60515,50422
46737,1714,Portugal/Brazil,60734,50422
46738,1714,Portugal/Brazil,60734,50422
46739,1713,Portugal/Brazil,60734,50422
46740,1712,Portugal/Brazil,60734,50422
46741,1820,Portugal/Brazil,60999,50299
46742,1818,Portugal/Brazil,60676,50399
46743,1819,Portugal/Brazil,60502,50399
46744,1770,Portugal/Brazil,60509,50299
46745,1770,Portugal/Brazil,60707,50299
46746,1770,Portugal/Brazil,60707,50299
46747,1808,Portugal/Brazil,60104, 
46748,1808,Portugal/Brazil,60673,50422
46749,1813,Portugal/Brazil,60676,50399
46750,1820,Portugal/Brazil,60725,50299
46751,1813,Portugal/Brazil,60502,50299
46752,1811,Spain/Uruguay,60999, 
46753,1821,Portugal/Brazil,60725,50299
46754,1819,Portugal/Brazil,60718,50299
46755,1815,Portugal/Brazil,60502,50299
46756,1820,Portugal/Brazil,60502,50299
46757,1816,Portugal/Brazil,60502,50299
46758,1807,Portugal/Brazil,60502,50299
46759,1807,Portugal/Brazil,60502,50299
46760,1807,Portugal/Brazil,60734,50299
46761,1784,Portugal/Brazil,60673,50299
46762,1840,Portugal/Brazil,60820, 
46763,1839,Portugal/Brazil,60822, 
46764,1735,Portugal/Brazil, , 
46765,1848,Portugal/Brazil, , 
46766,1847,Portugal/Brazil, , 
46767,1847,Portugal/Brazil, , 
46768,1845,Portugal/Brazil, , 
46769,1842,Portugal/Brazil, , 
46770,1842,Portugal/Brazil, , 
46771,1842,Portugal/Brazil, , 
46772,1841,Portugal/Brazil, , 
46773,1815,Portugal/Brazil,60999,50299
46774,1840,Portugal/Brazil, , 
46775,1841,Portugal/Brazil, , 
46776,1817,Portugal/Brazil,60711,50299
46777,1817,Portugal/Brazil,60502,50299
46778,1816,Portugal/Brazil,60999,50299
46779,1817,Portugal/Brazil,60502,50299
46780,1819,Portugal/Brazil,60502,50299
46781,1820,Portugal/Brazil,60502,50299
46782,1820,Portugal/Brazil,60502,50299
46783,1821,Portugal/Brazil,60502,50299
46784,1821,Portugal/Brazil,60502,50299
46785,1822,Portugal/Brazil,60502,50299
46786,1822,Portugal/Brazil,60734,50422
46787,1823,Portugal/Brazil,60707,50299
46788,1820,Portugal/Brazil,60502,50299
46789,1812,Portugal/Brazil,60999,50299
46790,1822,Portugal/Brazil,60725,50299
46791,1821,Portugal/Brazil,60725,50299
46792,1817,Portugal/Brazil,60734,50299
46793,1696,Portugal/Brazil, , 
46794,1816,Portugal/Brazil,60502,50299
46795,1817,Portugal/Brazil,60711,50299
46796,1816,Portugal/Brazil,60502,50299
46797,1815,Portugal/Brazil,60668,50299
46798,1815,Portugal/Brazil,60517,50299
46799,1819,Portugal/Brazil,60725,31299
46800,1822,Portugal/Brazil,60725,50299
46801,1792,Portugal/Brazil,60104,50102
46802,1791,Portugal/Brazil,60105,50102
46803,1793,Portugal/Brazil,60707,50102
46804,1792,Portugal/Brazil,60104,50102
46805,1790,Portugal/Brazil,60104,50102
46806,1807,Portugal/Brazil,60820,42002
46807,1808,Portugal/Brazil,60502,50299
46808,1815,Portugal/Brazil,60668,50299
46809,1825,Portugal/Brazil,60725,50299
46810,1825,Portugal/Brazil,60703,50299
46811,1825,Portugal/Brazil,60711,50299
46812,1825,Portugal/Brazil,60703,50299
46813,1826,Portugal/Brazil,60703,50299
46814,1824,Portugal/Brazil,60725,50299
46815,1825,Portugal/Brazil,60725,50299
46816,1826,Portugal/Brazil,60725,50299
46817,1825,Portugal/Brazil,60725,50299
46818,1826,Portugal/Brazil,60725,50299
46819,1826,Portugal/Brazil,60725,50299
46820,1818,Portugal/Brazil,60502,50299
46821,1812,Portugal/Brazil,60999,50299
46822,1813,Portugal/Brazil,60999,50299
46823,1818,Portugal/Brazil,60707,50399
46824,1813,Portugal/Brazil,60999,50299
46826,1814,Portugal/Brazil,60676,50299
46827,1814,Portugal/Brazil,60608,50299
46828,1821,Portugal/Brazil,60725,50299
46829,1821,Portugal/Brazil,60820,50299
46830,1818,Portugal/Brazil,60711,50299
46831,1819,Portugal/Brazil,60707,50299
46832,1819,Portugal/Brazil,60711,50299
46833,1820,Portugal/Brazil,60725,50299
46834,1820,Portugal/Brazil,60725,50299
46835,1820,Portugal/Brazil,60502,50299
46836,1820,Portugal/Brazil,60820,50299
46837,1819,Portugal/Brazil,60711,50299
46838,1819,Portugal/Brazil,60820,50299
46839,1818,Portugal/Brazil,60999,50299
46840,1819,Portugal/Brazil,60725,50299
46841,1819,Portugal/Brazil,60820,50299
46842,1819,Portugal/Brazil,60502,50299
46843,1821,Portugal/Brazil,60820,50299
46844,1821,Portugal/Brazil,60711,50299
46845,1821,Portugal/Brazil,60725,50299
46846,1820,Portugal/Brazil,60734,50299
46847,1820,Portugal/Brazil,60711,50299
46849,1818,Portugal/Brazil,60711,50299
46850,1818,Portugal/Brazil,60707,50299
46851,1819,Portugal/Brazil,60703,50299
46852,1820,Portugal/Brazil,60725,50299
46853,1823,Portugal/Brazil,60711,50299
46854,1818,Portugal/Brazil,60502,50299
46855,1819,Portugal/Brazil,60711,50299
46856,1819,Portugal/Brazil,60502,50299
46857,1819,Portugal/Brazil,60725,50299
46858,1820,Portugal/Brazil,60711,50299
46859,1819,Portugal/Brazil,60502,50299
46860,1820,Portugal/Brazil,60725,50299
46861,1819,Portugal/Brazil,60734,50299
46862,1820,Portugal/Brazil,60502,50299
46863,1819,Portugal/Brazil,60502,50299
46864,1819,Portugal/Brazil,60711,50299
46865,1820,Portugal/Brazil,60502,50299
46866,1819,Portugal/Brazil,60502,50299
46867,1820,Portugal/Brazil,60725,50299
46868,1819,Portugal/Brazil,60822,50299
46869,1818,Portugal/Brazil,60711,50299
46870,1819,Portugal/Brazil,60711,50299
46871,1820,Portugal/Brazil,60711,50299
46872,1824,Portugal/Brazil,60725,50299
46873,1824,Portugal/Brazil,60725,50399
46874,1824,Portugal/Brazil,60725,50299
46875,1824,Portugal/Brazil,60725,50299
46876,1827,Portugal/Brazil,60725,50399
46877,1828,Portugal/Brazil,60734,50399
46878,1827,Portugal/Brazil,60725,50399
46879,1826,Portugal/Brazil,60734,50399
46880,1827,Portugal/Brazil,60703,50399
46881,1822,Portugal/Brazil,60725,50299
46882,1821,Portugal/Brazil,60725,50299
46883,1821,Portugal/Brazil,60725,50299
46885,1821,Portugal/Brazil,60725,50299
46886,1821,Portugal/Brazil,60725,50299
46887,1821,Portugal/Brazil,60725,50299
46889,1796,Spain/Uruguay,60803, 
46890,1719,Portugal/Brazil,60999,50422
46891,1812,Portugal/Brazil,60820,50299
46892,1816,Portugal/Brazil,60822,50399
46895,1817,Portugal/Brazil,60734,50299
46896,1817,Portugal/Brazil,60711,50299
46897,1819,Portugal/Brazil,60822,50299
46898,1817,Portugal/Brazil,60711,50299
46899,1818,Portugal/Brazil,60711,50299
46900,1819,Portugal/Brazil,60718,50299
46901,1812,Portugal/Brazil,60502,50299
46902,1819,Portugal/Brazil,60734,50399
46903,1829,Spain/Uruguay,60999,31316
46904,1828,Spain/Uruguay,60999,31312
46905,1829,Spain/Uruguay,60999,31312
46906,1831,Spain/Uruguay,60999,31312
46907,1859,Spain/Uruguay,60820,60833
46908,1840,Portugal/Brazil,60999,31315
46909,1827,Spain/Uruguay,60999,31323
46910,1815,Spain/Uruguay,60399,31312
46911,1816,Spain/Uruguay, , 
46914,1816,, , 
46915,1816,Spain/Uruguay, , 
46916,1816,Spain/Uruguay,60999,31323
46917,1817,Spain/Uruguay,60605,21999
