star,starLabel,movie,movieLabel,firstReleased
http://www.wikidata.org/entity/Q221074,Bud Spencer,http://www.wikidata.org/entity/Q30809518,Q30809518,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q221074,Bud Spencer,http://www.wikidata.org/entity/Q32999881,Q32999881,2017-06-23T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1163902,Q1163902,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1198395,Q1198395,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1215151,Q1215151,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1233715,Q1233715,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1255585,Q1255585,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1351744,A un paso del cielo,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1420968,Q1420968,1972-04-07T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1423362,McCabe & Mrs. Miller,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1497343,Q1497343,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1576167,Q1576167,1959-12-21T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q1788153,Q1788153,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q2527933,Q2527933,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q2940586,Q2940586,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3108858,Q3108858,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3203227,Q3203227,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3213477,Q3213477,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3223684,Q3223684,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3224443,Q3224443,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3282673,Q3282673,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3283372,Q3283372,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3547086,Q3547086,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q243430,Terence Hill,http://www.wikidata.org/entity/Q3664985,Q3664985,1959-01-01T00:00:00Z
